VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
CHICAGO TRIBUNE,GENERAL EXPENSES,159.92,2/3/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1951.67,10/6/22
LEXITAS,LEGAL COSTS,1000.85,10/27/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,212411.52,4/14/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,11/23/22
Michael Best Strategies,CONTRACTUAL SERVICES,6000,2/3/22
"WISCO, INC.",MAINTENANCE & REPAIRS,2377.86,8/30/22
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,286.84,6/15/22
"T-MOBILE USA, INC.",UTILITIES EXPENSE,101952.41,11/17/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,5330.65,8/30/22
"SVANACO, INC.",TECHNOLOGY SERVICES,27975,3/1/22
"PATCO INDUSTRIES, INC.",MAINTENANCE & REPAIRS,30666.66,2/3/22
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,18586.5,10/27/22
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,52758.65,4/14/22
COMPUTER AID INC,TECHNOLOGY SERVICES,673700.12,10/27/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,5391.5,3/31/22
METROPOLITAN WATER RECLAMATION..,UTILITIES EXPENSE,176125.24,3/29/22
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,5812.79,3/9/22
NATIONAL ELECTRIC GATE CO.,DIRECT PURCHASES,8910,10/20/22
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,5057.98,7/27/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,92346.1,4/7/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,750,5/26/22
CITATION BOX & PAPER CO.,DIRECT PURCHASES,1144,7/29/22
CLAREMONT LLC,CONTRACTUAL SERVICES,1966.95,7/29/22
"BUCHANAN REPORTING, INC",LEGAL COSTS,197.1,7/21/22
"ZF SERVICES NORTH AMERICA, LLC",MATERIAL LOAD/ADJ,9525,11/17/22
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,2455.44,4/28/22
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,10580,6/14/22
Vincent R Williams & Associates P.C.,CONTRACTUAL SERVICES,6000,12/6/22
SCOTT E. GLASER M.D.,ADMINISTRATION & HR,375,3/24/22
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,967.5,10/17/22
SAFEWORKS ILLINOIS OCCUPATIONAL HEALTH,ADMINISTRATION & HR,8775,6/23/22
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,975,6/9/22
*M. WELLS PRINTING COMPANY,ADVERTISING & PROMOTION,31733,9/29/22
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,53416.79,3/3/22
AN EXECUTIVE DECISION,ADVERTISING & PROMOTION,1381.75,11/3/22
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,1220,11/23/22
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,127089.69,6/9/22
MP2 ENERGY NE LLC,UTILITIES EXPENSE,159913.68,3/1/22
DANIEL HURLEY M.D,ADMINISTRATION & HR,1600,11/17/22
EXHIBIT 5,LEGAL COSTS,417.9,1/20/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,1/13/22
PLANET DEPOS LLC,LEGAL COSTS,3732.5,11/17/22
MURRAY & TRETTEL INC,GENERAL EXPENSES,416.25,7/7/22
A.R.D.C.,GENERAL EXPENSES,18194,12/15/22
CITY OF CHICAGO-DEPT OF WATER,FACILITY RENTAL,393.27,8/2/22
SIEVERT ELECTRIC SERVICE & SALES,MAINTENANCE & REPAIRS,16012,7/29/22
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,7361,8/30/22
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,10025,9/28/22
PEICHEN JESSIE KIM,ADMINISTRATION & HR,350,3/3/22
COMPUTER AID INC,TECHNOLOGY SERVICES,28838.4,3/17/22
"AUTOMATIC FIRE CONTROLS, INC.",MAINTENANCE & REPAIRS,4000,5/10/22
ARDC,GENERAL EXPENSES,770,12/1/22
BLOOMBERG FINANCE L.P.,CONTRACTUAL SERVICES,7365,2/24/22
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,12690,3/15/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,200.75,10/17/22
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,4260,5/12/22
AVENU SLS HOLDINGS LLC,GENERAL EXPENSES,395,10/17/22
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,6495,6/2/22
CHANTEESE MACK,LEGAL COSTS,75,6/16/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,10/17/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,8917,7/14/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,10469.24,10/27/22
DCM COURT REPORTING INC,LEGAL COSTS,345.48,10/6/22
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,1583.5,6/9/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,118053.05,6/30/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,179254.83,8/16/22
US MINORITY CONTRACTORS ASSOCIATION,GENERAL EXPENSES,2550,4/7/22
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,9034,4/19/22
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,110282.64,4/7/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,8577.65,6/23/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,10674.72,8/9/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,434798.8,8/18/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3535.09,12/15/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,55792.23,12/29/22
STAPLES ADVANTAGE,DIRECT PURCHASES,46593.83,1/27/22
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,101.11,2/24/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60,8/18/22
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,29.87,1/20/22
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,455,8/18/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,215807.98,9/22/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1690,3/31/22
HOLLAND & KNIGHT LLP,LEGAL COSTS,22083.24,12/15/22
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,8651.29,11/29/22
"WISCO, INC.",MAINTENANCE & REPAIRS,1517.84,4/21/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,936.26,10/6/22
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,13138.15,6/30/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,3700,5/17/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,266165.24,12/29/22
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,20564.87,2/2/22
CDW GOVERNMENT LLC,DIRECT PURCHASES,513.81,2/10/22
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,8809.6,1/19/22
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,3200,1/18/22
VTECH SOLUTION INC,CONTRACTUAL SERVICES,10845,10/6/22
TAB SERVICE COMPANY,GENERAL EXPENSES,2796.47,5/19/22
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,1903.38,2/10/22
BLAIDA AND ASSOCIATES LLC,CONTRACTUAL SERVICES,24000,4/28/22
CINTAS CORPORATION,DIRECT PURCHASES,95.54,4/12/22
"THOMPSON COBURN, LLC",LEGAL COSTS,5664,4/14/22
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,1038.33,2/16/22
"VERITEXT, LLC",GENERAL EXPENSES,1816.9,9/1/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,7840.92,4/7/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1097.4,9/13/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,90.06,2/15/22
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,17227.85,9/1/22
SEAN SALEHI M.D.,ADMINISTRATION & HR,1800,10/17/22
SIEVERT ELECTRIC SERVICE & SALES,MAINTENANCE & REPAIRS,5830,7/21/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,5/19/22
BALOUGH LAW OFFICES LLC,LEGAL COSTS,6431,10/27/22
CORPORATE CONCEPTS INC,GENERAL EXPENSES,5113.69,2/24/22
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,59265.61,8/23/22
MAGNA LEGAL SERVICES,LEGAL COSTS,737.2,2/17/22
*WAN Tech Inc,CONTRACTUAL SERVICES,379.4,6/16/22
CITY CLUB OF CHICAGO,GENERAL EXPENSES,750,7/26/22
HI-TEK ENVIRONMENTAL- d/b/a STAT,CONTRACTUAL SERVICES,652,6/16/22
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,592,3/17/22
IDES,GENERAL EXPENSES,20968,4/21/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,2641.96,5/5/22
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,342.2,4/28/22
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,2649,1/27/22
"WISCO, INC.",MAINTENANCE & REPAIRS,982.5,8/9/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,6203.05,3/3/22
*WAN Tech Inc,CONTRACTUAL SERVICES,431.36,11/10/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1484.86,3/24/22
"SVANACO, INC.",TECHNOLOGY SERVICES,27975,4/26/22
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,810.5,6/23/22
CLAREMONT LLC,CONTRACTUAL SERVICES,740,11/17/22
"LUMINATOR TECHNOLOGY GROUP, INC.",MAINTENANCE & REPAIRS,49875,2/1/22
ENO TRANSPORTATION FOUNDATION,GENERAL EXPENSES,3500,3/14/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,750,9/29/22
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,961.4,12/15/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,1033,4/26/22
AMERICAN SOCIETY FOR HEATING REFRIGERATION & AC ENGINEERS,GENERAL EXPENSES,230,8/18/22
PNC BANK,LEGAL COSTS,35,9/15/22
COMMONWEALTH EDISON.,UTILITIES EXPENSE,340905.47,6/7/22
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,33431.72,12/29/22
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,7490.7,2/22/22
"ILLINOIS BONE & JOINT INSTITUTE, LLC",ADMINISTRATION & HR,750,3/31/22
"LUMINATOR TECHNOLOGY GROUP, INC.",MAINTENANCE & REPAIRS,19250,7/14/22
BLAZEN ILLUMINATIONS LLC,CONTRACTUAL SERVICES,500,4/28/22
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1039.68,1/13/22
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,656.8,11/17/22
M.E. REPORTING INC,LEGAL COSTS,336.4,2/17/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,6/16/22
US BANK,FINANCIAL & TREAS SVCS,750,9/22/22
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,19282.73,9/22/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,10/17/22
MERMEC Inc.,CONTRACTUAL SERVICES,154435.45,7/21/22
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,42639.04,6/16/22
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,45900,4/21/22
CORPORATE CONCEPTS INC,GENERAL EXPENSES,535,1/20/22
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,59265.61,3/22/22
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,23574.44,10/17/22
GOVERNMENT FINANCE OFFICERS ASSOCIATION,GENERAL EXPENSES,1150,6/30/22
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1125,11/10/22
PHYSICAL MEASUREMENT TECHNOLOGIES INC,DIRECT PURCHASES,304.22,6/16/22
"WISCO, INC.",MAINTENANCE & REPAIRS,1900.66,10/4/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,262010.91,3/3/22
ELITE TECHNICAL SERVICE,ADVERTISING & PROMOTION,22217.35,2/8/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,531113.7,6/21/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,8894.05,5/5/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,43928.56,9/29/22
CDM SMITH INC.,CONTRACTUAL SERVICES,27212.5,8/16/22
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,37897.5,2/10/22
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,1418.64,1/25/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,6470.42,5/19/22
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,422037.65,10/17/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,3015,6/14/22
"*THE BLUEPRINT SHOPPE, INC.",CONTRACTUAL SERVICES,4256.5,12/29/22
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,14278,6/16/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1175,8/4/22
SDI PRESENCE LLC,TECHNOLOGY SERVICES,42085.8,12/15/22
AN EXECUTIVE DECISION,GENERAL EXPENSES,1983.88,7/14/22
VILLAGE OF ROSEMONT,UTILITIES EXPENSE,18.79,3/17/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,70,7/21/22
"*ATLAS & ASSOCIATES, INC.",MAINTENANCE & REPAIRS,1752,4/21/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,22420.05,10/4/22
Tribologik Corp,CONTRACTUAL SERVICES,5365.6,11/3/22
DUPAGE SPINE AND ORTHOPAEDICS,ADMINISTRATION & HR,1500,9/29/22
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,59265.61,11/22/22
Terrence J Schaffner,CONTRACTUAL SERVICES,8887.5,4/28/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,5/19/22
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,3531.5,10/27/22
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,22977.51,6/9/22
JACKSON LEWIS PC,LEGAL COSTS,280,8/16/22
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,845.15,4/7/22
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,15000,1/13/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,12177.89,10/17/22
BRIDGES COURT REPORTING,LEGAL COSTS,196.86,6/16/22
"PRISM PACKAGING CONSULTANTS, LLC.",MAINTENANCE & REPAIRS,345,12/29/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,1528,12/15/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,909.63,7/21/22
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1968,6/9/22
CONSTRUCTION SPECIFICATIONS INSTITUTE,GENERAL EXPENSES,375,12/8/22
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054,3/3/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1392.9,10/20/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1449.75,11/22/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,55776.35,7/7/22
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,9726.34,8/25/22
"CARD IMAGING, INC.",DIRECT PURCHASES,454,6/7/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,1000,8/23/22
Jamil Fatti,CONTRACTUAL SERVICES,2831.47,1/3/22
Whelan Security of IL dba GardaWorld,PURCHASE OF SECURITY SERVICES,102512.11,9/16/22
ZUBER LAWLER LLP,LEGAL COSTS,12238.5,3/22/22
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,1400,6/30/22
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,19350.26,3/10/22
"THOMPSON COBURN, LLC",LEGAL COSTS,14956.5,6/9/22
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,6202,1/27/22
The Chicago Mosaic School,CONTRACTUAL SERVICES,3600,12/1/22
AURIGA CORPORATION,GENERAL EXPENSES,67945.45,3/31/22
Michael Best Strategies,CONTRACTUAL SERVICES,18000,10/27/22
DUPAGE COUNTY SHERIFF,LEGAL COSTS,50,8/18/22
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,10988.09,7/6/22
G&T ORTHOPAEDICS,ADMINISTRATION & HR,800,9/29/22
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,2032.4,5/12/22
"National Tek Services, Inc",ADVERTISING & PROMOTION,4328,12/22/22
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,59265.61,1/13/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,1002,4/28/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,274.81,7/21/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80,6/30/22
POSTAL PARTNERS,GENERAL EXPENSES,65.69,8/18/22
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1850,1/27/22
CDM SMITH INC.,CONTRACTUAL SERVICES,36100,9/15/22
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,4237,7/19/22
Konecranes,MAINTENANCE & REPAIRS,3683.5,1/27/22
"STEVE'S EQUIPMENT SERVICE, INC.",MAINTENANCE & REPAIRS,1362.36,6/8/22
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000,4/26/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,25519.97,10/11/22
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,881459.09,11/22/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1761.02,1/25/22
ILLINOIS NOTARY DISCOUNT BONDING,DIRECT PURCHASES,65.9,2/3/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,11473.4,9/29/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,66948.62,5/19/22
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,9376,1/27/22
IMANAGE LLC,MAINTENANCE & REPAIRS,10674.38,12/27/22
ROYAL REPORTING SERVICES,LEGAL COSTS,281.7,1/6/22
"*ATLAS & ASSOCIATES, INC.",MAINTENANCE & REPAIRS,9346,5/5/22
"WISCO, INC.",DIRECT PURCHASES,475.46,8/23/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,114657.8,10/20/22
MIDWAY BROADCASTING CORP,ADVERTISING & PROMOTION,2500,2/24/22
ELITE TECHNICAL SERVICE,ADVERTISING & PROMOTION,22217.35,2/1/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,63253.17,1/18/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,13435,3/17/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,807.33,1/6/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,175570.92,6/23/22
"H-O-H-WATER TECHNOLOGY, INC.",DIRECT PURCHASES,3755.52,2/16/22
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,22548.35,3/3/22
TRESCAL INC,MAINTENANCE & REPAIRS,784,10/6/22
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,12051.98,6/2/22
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,735,11/8/22
SIEVERT ELECTRIC SERVICE & SALES,MAINTENANCE & REPAIRS,854,7/14/22
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,266.99,8/4/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,46291.13,8/18/22
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,15258.35,4/7/22
TOASTMASTERS INTERNATIONAL,GENERAL EXPENSES,45,10/17/22
FREEMAN,ADVERTISING & PROMOTION,1659.3,12/1/22
"ATOMATIC MECHANICAL SERVICES, INC, d/b/a CONTROL ENGINEERING CORP.",MAINTENANCE & REPAIRS,5391,8/23/22
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1096.02,10/26/22
*WORLD OF PROMOTIONS,GENERAL EXPENSES,9110,12/1/22
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,363316.86,6/14/22
TKOS II LLC,GENERAL EXPENSES,7417.84,5/19/22
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375,1/27/22
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,11761.82,9/6/22
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,16830.05,10/6/22
"THOMAS J. WALSH CONSULTING, LLC",CONTRACTUAL SERVICES,48000,12/8/22
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,372.05,3/24/22
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054,11/10/22
COMPUTER AID INC,TECHNOLOGY SERVICES,23516.8,1/25/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,7/21/22
Konecranes,MAINTENANCE & REPAIRS,573.75,3/22/22
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,39806.08,4/7/22
TAB SERVICE COMPANY,GENERAL EXPENSES,3456.51,11/3/22
Whelan Security of IL dba GardaWorld,PURCHASE OF SECURITY SERVICES,169570.99,10/17/22
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,102067.61,3/31/22
ARC IMAGING RESOURCES,ADVERTISING & PROMOTION,4048.92,3/24/22
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,753.51,2/24/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,900,12/15/22
MP2 ENERGY NE LLC,UTILITIES EXPENSE,72156.44,8/16/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,577.4,5/24/22
Wensco,ADVERTISING & PROMOTION,288.3,12/1/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,7812.46,5/12/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,170,7/21/22
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,12867.94,12/1/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,5/19/22
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,11154.15,9/20/22
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,1590.03,10/17/22
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,48002,2/17/22
BROTHERS & THOMPSON P.C.,LEGAL COSTS,1148,6/9/22
JACKSON LEWIS PC,LEGAL COSTS,243.2,3/3/22
"ILLINOIS BONE & JOINT INSTITUTE, LLC",ADMINISTRATION & HR,187.5,12/1/22
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,1020,8/18/22
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,4300.87,9/8/22
MURRAY & TRETTEL INC,GENERAL EXPENSES,457.5,11/17/22
VILLAGE OF FOREST PARK.,UTILITIES EXPENSE,3227.02,7/7/22
MEDIAAGILITY INC,TECHNOLOGY SERVICES,3106.88,8/18/22
GOVERNMENT FINANCE OFFICERS ASSOCIATION,GENERAL EXPENSES,1230,9/29/22
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,655,12/15/22
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,1397.65,1/27/22
PEOPLES GAS,UTILITIES EXPENSE,19525.19,6/23/22
MAX FITZGERALD,ADMINISTRATION & HR,750,2/3/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,1125,3/1/22
LATHROP GAGE LLP,LEGAL COSTS,89,1/20/22
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,135.6,5/26/22
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,15584.4,2/17/22
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,6000,12/8/22
GIRO INC.,MAINTENANCE & REPAIRS,295992,3/24/22
"OER SERVICES, LLC",CONTRACTUAL SERVICES,1792,11/10/22
LITTLER MENDELSON PC,LEGAL COSTS,385,12/15/22
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,6875,1/27/22
"DATA TEC SYSTEMS, INC.",CONTRACTUAL SERVICES,3218,4/7/22
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000,6/30/22
VILLAGE OF ROSEMONT,UTILITIES EXPENSE,16.86,4/21/22
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,1437,6/9/22
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8575.24,3/3/22
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,24000,12/8/22
PEOPLES GAS,UTILITIES EXPENSE,18337.73,12/29/22
"ALLIANCE PRINTERS & PUBLISHERS, INC. d/b/a POLISH DAILY NEWS",ADVERTISING & PROMOTION,450,11/23/22
NEAL & LEROY L.L.C.,LEGAL COSTS,33,6/7/22
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,3/3/22
NATIONAL FIRE PROTECTION ASSOC.,GENERAL EXPENSES,175,6/23/22
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,28800,8/18/22
"WISCO, INC.",MAINTENANCE & REPAIRS,4366.36,4/28/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1380,9/8/22
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,387.35,1/19/22
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,6/23/22
