VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"CONCARE, INC.",MAINTENANCE & REPAIRS,12488.88,3/9/2023
CUMMINS INC.,MAINTENANCE & REPAIRS,6000.20,4/6/2023
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,888.00,3/30/2023
 CITY OF CHICAGO,LEGAL COSTS,25.00,6/29/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,384.90,8/25/2023
POSTAL PARTNERS,GENERAL EXPENSES,109.52,9/21/2023
ROYAL REPORTING SERVICES,LEGAL COSTS,121.20,12/14/2023
TRANSPORTATION SAFETY INSTITUTE,TRAVEL & MEETING EXPENSE,1380.00,1/12/2023
"SUN TRAVEL, INC.",TRAVEL & MEETING EXPENSE,160.00,2/15/2023
"West Publishing Corporation d/b/a Thomson Reuters - West or West, a Thomson Reuters Business or Thomson West or West Group",FINANCIAL & TREAS SVCS,8583.24,6/29/2023
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,300.32,8/15/2023
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,2820.00,8/1/2023
BETH DONAHUE GIS SERVICES LLC,CONSULTING,1170.00,8/22/2023
TAMIKA PRESS,CONTRACTUAL SERVICES,3000.00,9/5/2023
PNC BANK,LEGAL COSTS,5781.20,8/15/2023
VILLAGE OF ROSEMONT,UTILITIES EXPENSE,18.60,9/14/2023
NATIONAL SAFETY EDUCATION CENTER,TRAVEL & MEETING EXPENSE,675.00,10/12/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,10/19/2023
CK REPORTING,LEGAL COSTS,1694.83,12/7/2023
CSC,MAINTENANCE & REPAIRS,60112.00,12/12/2023
PLANET DEPOS LLC,LEGAL COSTS,1945.63,3/2/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,3/16/2023
ALLIANCE CORPORATE SOLUTIONS LLC,LEGAL COSTS,717.50,4/13/2023
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,33000.00,6/15/2023
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,200.00,7/13/2023
ROYAL REPORTING SERVICES,LEGAL COSTS,484.00,7/20/2023
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,543.97,8/17/2023
CDW GOVERNMENT LLC,TECHNOLOGY SERVICES,475.00,10/10/2023
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,760.00,12/7/2023
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,1377.88,5/4/2023
TAMIKA PRESS,CONTRACTUAL SERVICES,3000.00,6/8/2023
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,4375.00,6/22/2023
"OER SERVICES, LLC",DIRECT PURCHASES,760.00,12/7/2023
"*BOYE JANITORIAL SERVICE, INC.",CONTRACTUAL SERVICES,2769.68,12/28/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,38368.38,1/12/2023
"B & H PHOTO VIDEO, INC.",CONTRACTUAL SERVICES,3086.71,7/13/2023
"T-MOBILE USA, INC.",UTILITIES EXPENSE,34027.92,2/14/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,2356.97,2/23/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,2501.76,3/9/2023
DAVIS BANCORP,FINANCIAL & TREAS SVCS,241038.84,3/30/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,117531.25,5/11/2023
CUMMINS INC.,MAINTENANCE & REPAIRS,610.80,5/18/2023
COGENT Infotech Corporation,CONSULTING,4279.73,5/4/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,17471.00,5/30/2023
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,129257.10,7/20/2023
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,737.82,6/28/2023
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,4848.00,6/8/2023
ILLINOIS TOLLWAY,GENERAL EXPENSES,460.30,6/29/2023
"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C.",ADMINISTRATION & HR,72708.00,6/29/2023
"BUREAU VERITAS NORTH AMERICA, INC.",CONTRACTUAL SERVICES,6304.80,7/20/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,914.70,8/22/2023
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,1587.39,8/25/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1986.22,9/28/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,34458.55,11/21/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,14917.79,12/21/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3920.60,12/21/2023
CORPORATE CONCEPTS INC,MAINTENANCE & REPAIRS,445.26,3/2/2023
PLANET DEPOS LLC,LEGAL COSTS,1436.25,3/30/2023
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1771.89,4/13/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,566.58,5/25/2023
NAESA INT'l,TRAVEL & MEETING EXPENSE,1200.00,5/11/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,3584.00,5/18/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,1258.68,6/15/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,900.00,7/27/2023
"ACTION K-9 SECURITY, INC.",PURCHASE OF SECURITY SERVICES,806058.36,8/17/2023
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,1275.00,9/7/2023
RECRUITMILITARY LLC,ADVERTISING & PROMOTION,5429.00,11/30/2023
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,16639.74,12/21/2023
ILLINOIS DEPARTMENT OF LABOR,GENERAL EXPENSES,110182.61,12/21/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,2533.80,4/6/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1603.13,3/30/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,4/20/2023
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9676.65,5/11/2023
"PROMPT ELECTRIC, INC.",MAINTENANCE & REPAIRS,4998.00,7/27/2023
"PF APPRAISALS, INC. dba PRAEDIUM VALUATION GROUP, INC.",LEGAL COSTS,6900.00,8/10/2023
EQUIFAX WORKFORCE SOLUTIONS LLC,CONTRACTUAL SERVICES,150.00,9/7/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,28982.25,10/10/2023
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2732.77,11/2/2023
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,297996.00,11/24/2023
CUMMINS INC.,MAINTENANCE & REPAIRS,3176.16,2/21/2023
CORPORATE CONCEPTS INC,MAINTENANCE & REPAIRS,13379.33,4/6/2023
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,421837.66,6/8/2023
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,23500.00,7/6/2023
VILLAGE OF NORTH RIVERSIDE,GENERAL EXPENSES,100.00,7/6/2023
BondLink Inc.,CONTRACTUAL SERVICES,19000.00,9/28/2023
*Freddies Inc,TRAVEL & MEETING EXPENSE,238.00,12/21/2023
CSCHED registered legal name COURVAL SCHEDULING INC,CONSULTING,7705.25,12/1/2023
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,609.72,1/5/2023
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,45.60,2/16/2023
CENTER OF BRAIN AND SPINE SURGERY,ADMINISTRATION & HR,3400.00,2/16/2023
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,114.47,3/28/2023
ORTHOPAEDIC AND REHABILITATION CENTERS,ADMINISTRATION & HR,800.00,9/14/2023
HOLLAND & KNIGHT LLP,LEGAL COSTS,18142.50,10/12/2023
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,480.00,11/22/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,240.00,12/26/2023
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,36779.96,12/28/2023
PEOPLES GAS,UTILITIES EXPENSE,55057.62,12/28/2023
*CONSOLIDATED PRINTING,ADVERTISING & PROMOTION,316.00,3/23/2023
XEROX CORPORATION /XEROX CTR,TECHNOLOGY SERVICES,10469.24,4/27/2023
"WISCO, INC.",DIRECT PURCHASES,85.80,8/22/2023
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,2142.05,9/12/2023
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,17860.00,11/2/2023
PACER SERVICE CENTER,GENERAL EXPENSES,37.90,5/2/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,189.21,10/30/2023
HARSCO RAIL,TRAVEL & MEETING EXPENSE,7766.33,12/19/2023
"*MOTR GRAFX, LLC",DIRECT PURCHASES,4282.00,11/2/2023
LEXITAS,LEGAL COSTS,230.30,10/12/2023
1120 E 89TH STREET HOLDINGS,FACILITY RENTAL,35722.00,11/2/2023
WARREN W MARK P.C.,LEGAL COSTS,78.94,11/9/2023
ZULKIE PARTNERS LLC,LEGAL COSTS,1500.00,11/24/2023
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,31856.74,12/21/2023
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,5054.80,1/19/2023
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,1785.40,1/31/2023
CLERK OF THE CIRCUIT COURT  1,LEGAL COSTS,24.00,2/16/2023
DE ZHAO,LEGAL COSTS,25.00,6/1/2023
WOMEN CONSTRUCTION OWNERS & EXECUTIVES,GENERAL EXPENSES,3000.00,10/5/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,92665.55,1/5/2023
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,142232.98,1/5/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,15775.00,1/5/2023
KONE SPARES,DIRECT PURCHASES,4925.00,1/17/2023
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,18414.97,3/28/2023
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,36138.63,6/15/2023
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,7017.69,1/24/2023
"VERITEXT, LLC",LEGAL COSTS,130.20,1/26/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,6595.18,3/2/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,1500.00,2/21/2023
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9676.65,3/9/2023
"*MULTILINGUAL CONNECTIONS, LLC",ADVERTISING & PROMOTION,86.24,3/28/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,32046.24,5/4/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,42217.67,9/21/2023
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,7395.46,5/2/2023
*H and D Landscaping and Tree Removal LLC,MAINTENANCE & REPAIRS,2251.68,6/1/2023
ABACUS SERVICE CORPORATION,CONTRACTUAL SERVICES,7520.80,6/1/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,39797.00,6/13/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,127103.15,7/3/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,711.25,7/27/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,634.67,8/17/2023
CUMMINS INC.,MAINTENANCE & REPAIRS,1221.60,8/25/2023
"D.M.G. SECURITY, INC.",PURCHASE OF SECURITY SERVICES,62726.82,8/17/2023
"OVERTURE, LLC",ADVERTISING & PROMOTION,2057.45,9/5/2023
FORESIGHT RECONSTRUCTION INC,CONSULTING,31200.00,8/24/2023
WTS INTERNATIONAL,TRAVEL & MEETING EXPENSE,2600.00,10/26/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,21678.00,10/5/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,39020.00,10/26/2023
PNC BANK,TRAVEL & MEETING EXPENSE,1588.66,10/16/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,2780.69,11/30/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3067.51,12/7/2023
*Freddies Inc,GENERAL EXPENSES,364.50,12/7/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1086.22,12/28/2023
Martinez Retail Management d/b/a All Window Cleaning Services,MAINTENANCE & REPAIRS,79750.00,12/28/2023
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,8262.00,3/14/2023
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,1050.00,5/9/2023
PONTOCZNY LLC,ADMINISTRATION & HR,3000.00,5/18/2023
MURRAY & TRETTEL INC,GENERAL EXPENSES,1372.50,6/22/2023
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,114.41,6/22/2023
"Cable Connection & Supply Company, Inc.",GENERAL EXPENSES,2204.09,6/29/2023
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,1880.44,8/2/2023
AICPA,GENERAL EXPENSES,340.00,9/7/2023
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,12245.50,9/28/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,159434.28,11/16/2023
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,8327.05,1/26/2023
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,444.00,2/9/2023
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,550.54,4/4/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,2396.53,3/30/2023
PLANET DEPOS LLC,LEGAL COSTS,395.00,4/6/2023
5366 LOGISTICS CORP,DIRECT PURCHASES,833.41,5/18/2023
JOE EGGEBEEN M.D.,ADMINISTRATION & HR,400.00,7/6/2023
"*ZANN & Associates, Inc.",CONSULTING,41972.18,7/11/2023
MEDIAAGILITY INC,TECHNOLOGY SERVICES,5363.78,8/10/2023
"ICE MILLER, LLP",LEGAL COSTS,3000.00,11/14/2023
METROPOLITAN INSTITUTE OF PAIN,ADMINISTRATION & HR,187.50,11/22/2023
"V.H. BLACKINTON & CO., INC.",GENERAL EXPENSES,3702.56,3/16/2023
HERC RENTALS INC.,EQUIPMENT RENTAL,5000.00,6/15/2023
"CRANE INSPECTION & CERTIFICATION BUREAU, LLC",TRAVEL & MEETING EXPENSE,5400.00,6/29/2023
PNC BANK,CONTRACTUAL SERVICES,750.13,8/15/2023
ROYAL REPORTING SERVICES,LEGAL COSTS,350.00,10/12/2023
COMMONWEALTH EDISON.,UTILITIES EXPENSE,18.33,11/14/2023
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,181.09,2/16/2023
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,584.50,3/14/2023
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,30352.25,3/14/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,3789.00,5/11/2023
*WAN Tech Inc,CONTRACTUAL SERVICES,602.04,6/29/2023
"AMERESCO, INC.",CONSULTING,17166.00,9/21/2023
MUNICIPAL BOND CLUB OF CHICAGO,TRAVEL & MEETING EXPENSE,100.00,9/14/2023
MID-WEST SIGN SUPPLY CO,MAINTENANCE & REPAIRS,2412.90,10/5/2023
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,13310.92,10/24/2023
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,20260.00,11/21/2023
AVONDALE INVESTORS LLC,FACILITY RENTAL,56896.20,1/12/2023
FERRANDINO REPORTING,LEGAL COSTS,160.00,2/2/2023
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,546958.30,5/18/2023
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,9262.00,6/15/2023
*RAE PRODUCTS AND CHEMICALS CORPORATION,DIRECT PURCHASES,419.22,8/31/2023
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,64.97,10/12/2023
SUBURBAN ORTHOPAEDICS LTD,ADMINISTRATION & HR,750.00,4/20/2023
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,36777.07,6/29/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,6/15/2023
CITY OF BERWYN,GENERAL EXPENSES,100.00,6/29/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,10/19/2023
UNITED STATES TREASURY,GENERAL EXPENSES,29.48,4/27/2023
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,9/12/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,9/14/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,9/14/2023
*TEQLOGICA CORPORATION,TECHNOLOGY SERVICES,21160.00,1/10/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,421302.06,1/12/2023
"THOMAS J. WALSH CONSULTING, LLC",CONTRACTUAL SERVICES,6000.00,1/19/2023
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,4939.00,1/26/2023
STAPLES ADVANTAGE,DIRECT PURCHASES,194.36,2/21/2023
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,204099.94,2/28/2023
PNC BANK,GENERAL EXPENSES,464.00,2/16/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,8213.48,4/13/2023
*Freddies Inc,CONTRACTUAL SERVICES,811.50,4/20/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,312769.12,4/25/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,537406.91,5/11/2023
"VERIZON WIRELESS, INC.",UTILITIES EXPENSE,214798.31,6/8/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,22963.19,8/31/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,1093265.16,7/18/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,24496.64,11/14/2023
JACKSON LEWIS PC,LEGAL COSTS,448.00,8/1/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,8559.20,10/12/2023
*FALK ASSOCIATES,CONSULTING,2020.29,9/26/2023
JAMIL SALMAN,GENERAL EXPENSES,1500.00,10/26/2023
ROSEMONT PUBLIC WORKS,UTILITIES EXPENSE,18.60,11/16/2023
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,523.88,12/14/2023
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,11356.85,12/28/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,2587.74,3/7/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,10480.03,2/21/2023
CDW GOVERNMENT LLC,DIRECT PURCHASES,43.59,2/28/2023
POSTAL PARTNERS,GENERAL EXPENSES,746.08,4/13/2023
AT & T CORP,UTILITIES EXPENSE,507079.99,5/2/2023
CUMMINS INC.,MAINTENANCE & REPAIRS,1527.00,6/15/2023
HOLISTIC SOLUTIONS LLC,CONTRACTUAL SERVICES,11000.00,5/25/2023
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,4103.46,5/25/2023
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,4919.46,11/9/2023
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,6050.64,6/20/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,22619.40,7/27/2023
"*Supply Logistics & Procurement Services, LLC",DIRECT PURCHASES,22.56,8/31/2023
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,429532.18,10/5/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,240.00,9/28/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,2067.50,11/9/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,572.00,12/7/2023
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,470.00,11/24/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,4100.51,3/14/2023
HISPANIC AMERICAN CONSTRUCTION INDUSTRY ASSOCIATION,GENERAL EXPENSES,3500.00,4/13/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,1125.00,3/23/2023
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,80.00,3/28/2023
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,7248.00,4/25/2023
PNC BANK,GENERAL EXPENSES,399.00,4/19/2023
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,10183.25,7/27/2023
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,402715.34,8/25/2023
CITIZEN NEWSPAPER GROUP,ADVERTISING & PROMOTION,3000.00,8/2/2023
ZIONS BANK,FINANCIAL & TREAS SVCS,3500.00,9/14/2023
UNIVERSITY OF WISCONSIN- MADISON,TRAVEL & MEETING EXPENSE,2990.00,10/26/2023
JACKSON LEWIS PC,LEGAL COSTS,3136.00,11/7/2023
CHICAGO TRIBUNE,GENERAL EXPENSES,159.92,12/7/2023
SDI PRESENCE LLC,TECHNOLOGY SERVICES,446092.29,12/7/2023
M. WELLS PRINTING COMPANY,ADVERTISING & PROMOTION,40737.00,3/28/2023
GOVERNMENT FINANCE OFFICERS ASSOCIATION,GENERAL EXPENSES,1230.00,4/6/2023
SIEVERT ELECTRIC SERVICE & SALES,MAINTENANCE & REPAIRS,4745.07,10/26/2023
PEOPLES GAS,UTILITIES EXPENSE,21716.43,10/10/2023
*Freddies Inc,DIRECT PURCHASES,3816.25,1/12/2023
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,26.81,3/8/2023
DUPAGE COUNTY SHERIFF,LEGAL COSTS,50.00,5/11/2023
CLAREMONT LLC,ADMINISTRATION & HR,370.00,9/7/2023
*FALK ASSOCIATES,ADVERTISING & PROMOTION,4483.98,8/29/2023
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,123.30,12/26/2023
PLANET DEPOS LLC,GENERAL EXPENSES,2657.80,11/9/2023
NURSE VALUE INC,ADMINISTRATION & HR,240.00,12/21/2023
DIRECT ENERGY BUSINESS LLC,UTILITIES EXPENSE,7530.43,2/2/2023
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,870.00,3/28/2023
*Freddies Inc,TRAVEL & MEETING EXPENSE,207.00,1/12/2023
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,68240.00,5/4/2023
MURRAY & TRETTEL INC,GENERAL EXPENSES,457.50,8/10/2023
Vincent R Williams & Associates P.C.,CONTRACTUAL SERVICES,6000.00,9/21/2023
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,12529.75,12/7/2023
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,7/13/2023
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,200.00,7/13/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,7/20/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,150.00,11/21/2023
VTECH SOLUTION INC,CONTRACTUAL SERVICES,1107.00,11/21/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,567.80,1/3/2023
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,5670.00,1/5/2023
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,25.35,3/1/2023
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,4282.00,4/20/2023
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,2570.00,4/27/2023
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,263077.99,4/27/2023
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,1400.00,5/11/2023
PNC BANK,TRAVEL & MEETING EXPENSE,10320.27,6/16/2023
"*BARRICADE LITES, INC.",EQUIPMENT RENTAL,4135.44,9/28/2023
"Excel Team, LLC",ADVERTISING & PROMOTION,11825.88,8/10/2023
TIRRELL LIVINGSTON,LEGAL COSTS,150.00,9/21/2023
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,172522.30,10/17/2023
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,33000.00,11/2/2023
COZEN O'CONNOR PUBLIC STRATEGIES,CONTRACTUAL SERVICES,100000.00,11/7/2023
 CITY OF CHICAGO,GENERAL EXPENSES,24689.35,1/19/2023
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,421837.66,3/2/2023
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,5156.94,4/4/2023
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,9730.52,3/23/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,6/8/2023
ROBERT KIELBA,LEGAL COSTS,75.00,9/21/2023
"SVANACO, INC.",TECHNOLOGY SERVICES,37375.00,10/26/2023
RICHARD M STANTON,LEGAL COSTS,1200.00,11/2/2023
*TEQLOGICA CORPORATION,TECHNOLOGY SERVICES,38640.00,12/5/2023
PNC BANK,CONTRACTUAL SERVICES,2600.00,1/17/2023
SHANITA WILLIAMS,LEGAL COSTS,150.00,2/16/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,241.45,3/9/2023
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,506.80,4/20/2023
MICHAEL BEST & FRIEDRICH-CHGO,LEGAL COSTS,649.00,4/20/2023
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1775.00,5/11/2023
QUESTIONMARK CORPORATION,TECHNOLOGY SERVICES,39900.00,6/20/2023
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,31746.00,6/15/2023
AVONDALE INVESTORS LLC,FACILITY RENTAL,27052.95,7/6/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,1596.00,9/12/2023
Arrow Strategy Group LLC,CONTRACTUAL SERVICES,950.00,9/28/2023
CHICAGO TRANSIT AUTHORITY,DIRECT PURCHASES,74607.50,9/21/2023
TAMIKA PRESS,CONTRACTUAL SERVICES,1200.00,10/12/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,2393.00,11/16/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
